InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
INV501041,P1013,LED Table Lamp,Home,2,2025-11-19 12:24:00,1439.23,C10727,India,2878.46
INV501041,P1017,Sunscreen SPF 50,Beauty,10,2025-11-19 12:24:00,489.12,C10727,India,4891.2
INV501041,P1008,Scented Candle Set,Home,4,2025-11-19 12:24:00,503.12,C10727,India,2012.48
INV501041,P1026,Smart Watch Strap,Electronics,1,2025-11-19 12:24:00,331.4,C10727,India,331.4
INV501042,P1026,Smart Watch Strap,Electronics,5,2025-02-28 09:12:00,465.25,C10557,United Kingdom,2326.25
INV501043,P1029,Cotton Bedsheet,Home,1,2025-06-19 19:42:00,1511.62,C10585,Netherlands,1511.62
INV501043,P1023,Water Bottle,Fitness,5,2025-06-19 19:42:00,702.72,C10585,Netherlands,3513.6000000000004
INV501043,P1004,Leather Wallet,Accessories,1,2025-06-19 19:42:00,753.78,C10585,Netherlands,753.78
INV501044,P1010,Protein Shaker,Fitness,4,2025-02-04 18:28:00,373.77,C10736,India,1495.08
INV501044,P1015,Luggage Tag Set,Travel,1,2025-02-04 18:28:00,224.61,C10736,India,224.61
INV501045,P1015,Luggage Tag Set,Travel,1,2025-01-24 08:05:00,265.41,C10704,United Kingdom,265.41
INV501045,P1018,Hair Care Kit,Beauty,4,2025-01-24 08:05:00,833.91,C10704,United Kingdom,3335.64
INV501046,P1021,Premium Tea Pack,Grocery,3,2025-05-28 10:40:00,438.34,C10093,France,1315.02
INV501046,P1028,Gift Wrapping Paper,Stationery,1,2025-05-28 10:40:00,150.87,C10093,France,150.87
INV501046,P1029,Cotton Bedsheet,Home,1,2025-05-28 10:40:00,1162.5,C10093,France,1162.5
INV501046,P1026,Smart Watch Strap,Electronics,3,2025-05-28 10:40:00,340.95,C10093,France,1022.8499999999999
INV501047,P1026,Smart Watch Strap,Electronics,1,2025-08-28 08:43:00,431.71,C10538,India,431.71
INV501047,P1020,USB-C Cable,Electronics,1,2025-08-28 08:43:00,214.23,C10538,India,214.23
INV501047,P1009,Yoga Mat,Fitness,3,2025-08-28 08:43:00,949.82,C10538,India,2849.46
INV501047,P1003,Running Shoes,Footwear,3,2025-08-28 08:43:00,2741.56,C10538,India,8224.68
INV501047,P1030,Sports Socks Pack,Apparel,1,2025-08-28 08:43:00,352.82,C10538,India,352.82
INV501048,P1029,Cotton Bedsheet,Home,1,2025-01-03 08:30:00,1221.53,C10470,United Kingdom,1221.53
INV501048,P1004,Leather Wallet,Accessories,2,2025-01-03 08:30:00,702.19,C10470,United Kingdom,1404.38
INV501048,P1021,Premium Tea Pack,Grocery,2,2025-01-03 08:30:00,431.75,C10470,United Kingdom,863.5
INV501049,P1010,Protein Shaker,Fitness,4,2025-10-20 18:23:00,287.39,C10221,Australia,1149.56
INV501050,P1017,Sunscreen SPF 50,Beauty,3,2025-09-24 20:03:00,546.37,C10500,United Kingdom,1639.1100000000001
INV501050,P1025,Kitchen Storage Jars,Home,4,2025-09-24 20:03:00,858.34,C10500,United Kingdom,3433.36
INV501050,P1024,Laptop Sleeve,Accessories,1,2025-09-24 20:03:00,962.19,C10500,United Kingdom,962.19
INV501051,P1016,Face Serum,Beauty,3,2025-11-12 14:22:00,824.25,C10181,Germany,2472.75
INV501052,P1017,Sunscreen SPF 50,Beauty,1,2025-02-15 20:38:00,494.8,C10283,India,494.8
INV501052,P1004,Leather Wallet,Accessories,1,2025-02-15 20:38:00,698.09,C10283,India,698.09
INV501052,P1015,Luggage Tag Set,Travel,1,2025-02-15 20:38:00,279.94,C10283,India,279.94
INV501053,P1023,Water Bottle,Fitness,2,2025-04-25 11:00:00,658.36,C10454,United Kingdom,1316.72
INV501053,P1025,Kitchen Storage Jars,Home,2,2025-04-25 11:00:00,697.36,C10454,United Kingdom,1394.72
INV501053,P1002,Denim Jacket,Apparel,3,2025-04-25 11:00:00,1693.98,C10454,United Kingdom,5081.9400000000005
INV501054,P1020,USB-C Cable,Electronics,1,2025-07-24 19:59:00,234.31,C10215,Australia,234.31
INV501054,P1030,Sports Socks Pack,Apparel,4,2025-07-24 19:59:00,270.03,C10215,Australia,1080.12
INV501054,P1007,Ceramic Coffee Mug,Home,1,2025-07-24 19:59:00,326.01,C10215,Australia,326.01
INV501054,P1005,Bluetooth Speaker,Electronics,3,2025-07-24 19:59:00,2368.71,C10215,Australia,7106.13
INV501055,P1007,Ceramic Coffee Mug,Home,5,2025-04-15 19:28:00,266.35,C10035,United Kingdom,1331.75
INV501056,P1005,Bluetooth Speaker,Electronics,1,2025-07-24 18:49:00,1976.64,C10376,United Kingdom,1976.64
INV501056,P1012,Notebook Pack,Office,3,2025-07-24 18:49:00,171.32,C10376,United Kingdom,513.96
INV501056,P1021,Premium Tea Pack,Grocery,3,2025-07-24 18:49:00,369.67,C10376,United Kingdom,1109.01
INV501056,P1016,Face Serum,Beauty,2,2025-07-24 18:49:00,952.62,C10376,United Kingdom,1905.24
INV501056,P1018,Hair Care Kit,Beauty,1,2025-07-24 18:49:00,1075.71,C10376,United Kingdom,1075.71
INV501056,P1028,Gift Wrapping Paper,Stationery,2,2025-07-24 18:49:00,141.63,C10376,United Kingdom,283.26
INV501057,P1020,USB-C Cable,Electronics,3,2025-10-20 08:14:00,200.28,C10823,India,600.84
INV501057,P1030,Sports Socks Pack,Apparel,3,2025-10-20 08:14:00,285.45,C10823,India,856.3499999999999
INV501058,P1013,LED Table Lamp,Home,2,2025-07-27 18:42:00,1285.45,C10537,United Kingdom,2570.9
INV501058,P1015,Luggage Tag Set,Travel,1,2025-07-27 18:42:00,246.28,C10537,United Kingdom,246.28
INV501058,P1008,Scented Candle Set,Home,3,2025-07-27 18:42:00,554.78,C10537,United Kingdom,1664.34
INV501059,P1012,Notebook Pack,Office,2,2025-05-28 08:12:00,194.38,C10611,India,388.76
INV501059,P1011,Desk Organizer,Office,1,2025-05-28 08:12:00,392.36,C10611,India,392.36
INV501059,P1026,Smart Watch Strap,Electronics,1,2025-05-28 08:12:00,423.63,C10611,India,423.63
INV501060,P1024,Laptop Sleeve,Accessories,1,2025-04-15 19:45:00,932.4,C10473,United Kingdom,932.4
INV501060,P1007,Ceramic Coffee Mug,Home,2,2025-04-15 19:45:00,350.25,C10473,United Kingdom,700.5
INV501060,P1010,Protein Shaker,Fitness,2,2025-04-15 19:45:00,357.92,C10473,United Kingdom,715.84
INV501062,P1012,Notebook Pack,Office,2,2025-01-16 18:21:00,194.88,C10587,United Kingdom,389.76
INV501062,P1030,Sports Socks Pack,Apparel,4,2025-01-16 18:21:00,299.26,C10587,United Kingdom,1197.04
INV501063,P1002,Denim Jacket,Apparel,2,2025-09-18 13:39:00,1659.59,C10413,India,3319.18
INV501063,P1013,LED Table Lamp,Home,2,2025-09-18 13:39:00,1349.63,C10413,India,2699.26
INV501064,P1004,Leather Wallet,Accessories,3,2025-09-28 14:38:00,767.04,C10258,United Kingdom,2301.12
INV501065,P1015,Luggage Tag Set,Travel,3,2025-09-02 14:16:00,263.08,C10218,Germany,789.24
INV501065,P1014,Travel Backpack,Travel,12,2025-09-02 14:16:00,1448.03,C10218,Germany,17376.36
INV501066,P1021,Premium Tea Pack,Grocery,5,2025-09-15 19:59:00,344.79,C10419,EIRE,1723.95
INV501066,P1029,Cotton Bedsheet,Home,5,2025-09-15 19:59:00,1143.44,C10419,EIRE,5717.200000000001
INV501066,P1002,Denim Jacket,Apparel,5,2025-09-15 19:59:00,1578.49,C10419,EIRE,7892.45
INV501067,P1030,Sports Socks Pack,Apparel,3,2025-07-11 16:03:00,310.58,C10095,United Kingdom,931.74
INV501067,P1021,Premium Tea Pack,Grocery,1,2025-07-11 16:03:00,378.35,C10095,United Kingdom,378.35
INV501068,P1014,Travel Backpack,Travel,2,2025-07-30 16:28:00,1589.23,C10591,EIRE,3178.46
INV501069,P1028,Gift Wrapping Paper,Stationery,6,2025-03-25 20:53:00,127.62,C10725,Australia,765.72
INV501069,P1018,Hair Care Kit,Beauty,4,2025-03-25 20:53:00,919.68,C10725,Australia,3678.72
INV501069,P1023,Water Bottle,Fitness,4,2025-03-25 20:53:00,500.1,C10725,Australia,2000.4
INV501069,P1026,Smart Watch Strap,Electronics,6,2025-03-25 20:53:00,398.43,C10725,Australia,2390.58
INV501069,P1012,Notebook Pack,Office,2,2025-03-25 20:53:00,170.79,C10725,Australia,341.58
INV501069,P1001,Organic Cotton T-Shirt,Apparel,4,2025-03-25 20:53:00,538.67,C10725,Australia,2154.68
INV501070,P1006,Wireless Mouse,Electronics,5,2025-08-08 13:31:00,589.15,C10076,United Kingdom,2945.75
INV501070,P1004,Leather Wallet,Accessories,4,2025-08-08 13:31:00,906.81,C10076,United Kingdom,3627.24
INV501070,P1018,Hair Care Kit,Beauty,3,2025-08-08 13:31:00,1087.31,C10076,United Kingdom,3261.93
INV501071,P1011,Desk Organizer,Office,2,2025-02-28 20:18:00,466.02,C10227,United Kingdom,932.04
INV501071,P1020,USB-C Cable,Electronics,1,2025-02-28 20:18:00,217.83,C10227,United Kingdom,217.83
INV501071,P1018,Hair Care Kit,Beauty,4,2025-02-28 20:18:00,1157.75,C10227,United Kingdom,4631.0
INV501073,P1022,Dark Chocolate Box,Grocery,2,2025-02-10 12:09:00,620.03,C10281,Germany,1240.06
INV501073,P1001,Organic Cotton T-Shirt,Apparel,3,2025-02-10 12:09:00,460.85,C10281,Germany,1382.5500000000002
INV501073,P1010,Protein Shaker,Fitness,1,2025-02-10 12:09:00,335.27,C10281,Germany,335.27
INV501074,P1017,Sunscreen SPF 50,Beauty,1,2025-05-31 18:45:00,582.73,C10481,United Kingdom,582.73
INV501074,P1011,Desk Organizer,Office,1,2025-05-31 18:45:00,431.26,C10481,United Kingdom,431.26
INV501075,P1013,LED Table Lamp,Home,20,2025-09-25 10:17:00,1380.89,C10612,United Kingdom,27617.800000000003
INV501075,P1029,Cotton Bedsheet,Home,4,2025-09-25 10:17:00,1449.36,C10612,United Kingdom,5797.44
INV501075,P1018,Hair Care Kit,Beauty,1,2025-09-25 10:17:00,850.37,C10612,United Kingdom,850.37
INV501077,P1009,Yoga Mat,Fitness,2,2025-02-14 11:46:00,937.64,C10204,United Kingdom,1875.28
INV501078,P1005,Bluetooth Speaker,Electronics,3,2025-03-05 08:38:00,2528.65,C10744,India,7585.950000000001
INV501079,P1029,Cotton Bedsheet,Home,4,2025-02-08 12:55:00,1304.61,C10657,United Kingdom,5218.44
INV501080,P1028,Gift Wrapping Paper,Stationery,4,2025-10-30 20:34:00,127.37,C10494,United Kingdom,509.48
INV501081,P1001,Organic Cotton T-Shirt,Apparel,4,2025-09-22 09:32:00,511.01,C10580,Germany,2044.04
INV501082,P1007,Ceramic Coffee Mug,Home,2,2025-11-12 20:51:00,293.8,C10791,Spain,587.6
INV501082,P1022,Dark Chocolate Box,Grocery,3,2025-11-12 20:51:00,549.45,C10791,Spain,1648.3500000000001
INV501083,P1005,Bluetooth Speaker,Electronics,1,2025-06-11 12:18:00,2172.04,C10153,United Kingdom,2172.04
INV501083,P1021,Premium Tea Pack,Grocery,1,2025-06-11 12:18:00,375.5,C10153,United Kingdom,375.5
INV501083,P1011,Desk Organizer,Office,12,2025-06-11 12:18:00,439.52,C10153,United Kingdom,5274.24
INV501083,P1007,Ceramic Coffee Mug,Home,2,2025-06-11 12:18:00,298.48,C10153,United Kingdom,596.96
INV501084,P1022,Dark Chocolate Box,Grocery,3,2025-11-17 15:20:00,527.26,C10057,United Kingdom,1581.78
INV501085,P1001,Organic Cotton T-Shirt,Apparel,1,2025-04-23 08:40:00,434.75,C10270,United Kingdom,434.75
INV501085,P1026,Smart Watch Strap,Electronics,1,2025-04-23 08:40:00,356.59,C10270,United Kingdom,356.59
INV501085,P1013,LED Table Lamp,Home,5,2025-04-23 08:40:00,1171.23,C10270,United Kingdom,5856.15
INV501086,P1012,Notebook Pack,Office,2,2025-05-31 12:38:00,202.69,C10232,United Kingdom,405.38
INV501086,P1024,Laptop Sleeve,Accessories,2,2025-05-31 12:38:00,867.76,C10232,United Kingdom,1735.52
INV501086,P1023,Water Bottle,Fitness,3,2025-05-31 12:38:00,598.81,C10232,United Kingdom,1796.4299999999998
INV501087,P1030,Sports Socks Pack,Apparel,12,2025-10-26 21:02:00,323.95,C10296,United Kingdom,3887.3999999999996
INV501087,P1004,Leather Wallet,Accessories,1,2025-10-26 21:02:00,790.83,C10296,United Kingdom,790.83
INV501087,P1006,Wireless Mouse,Electronics,5,2025-10-26 21:02:00,820.29,C10296,United Kingdom,4101.45
INV501087,P1027,Desk Plant,Home,1,2025-10-26 21:02:00,393.58,C10296,United Kingdom,393.58
INV501087,P1026,Smart Watch Strap,Electronics,2,2025-10-26 21:02:00,344.55,C10296,United Kingdom,689.1
INV501088,P1015,Luggage Tag Set,Travel,3,2025-09-04 16:50:00,223.5,C10169,United Kingdom,670.5
INV501088,P1005,Bluetooth Speaker,Electronics,3,2025-09-04 16:50:00,2466.99,C10169,United Kingdom,7400.969999999999
INV501089,P1008,Scented Candle Set,Home,3,2025-01-17 22:17:00,548.24,C10407,United Kingdom,1644.72
INV501089,P1004,Leather Wallet,Accessories,1,2025-01-17 22:17:00,933.21,C10407,United Kingdom,933.21
INV501089,P1006,Wireless Mouse,Electronics,1,2025-01-17 22:17:00,602.96,C10407,United Kingdom,602.96
INV501090,P1008,Scented Candle Set,Home,2,2025-01-10 12:35:00,509.11,C10725,Australia,1018.22
INV501090,P1026,Smart Watch Strap,Electronics,2,2025-01-10 12:35:00,417.02,C10725,Australia,834.04
INV501090,P1013,LED Table Lamp,Home,4,2025-01-10 12:35:00,1496.06,C10725,Australia,5984.24
INV501090,P1009,Yoga Mat,Fitness,2,2025-01-10 12:35:00,994.99,C10725,Australia,1989.98
INV501091,P1025,Kitchen Storage Jars,Home,1,2025-10-14 14:04:00,826.5,C10808,United Kingdom,826.5
INV501091,P1010,Protein Shaker,Fitness,3,2025-10-14 14:04:00,386.62,C10808,United Kingdom,1159.8600000000001
INV501093,P1025,Kitchen Storage Jars,Home,4,2025-04-12 14:16:00,916.19,C10768,India,3664.76
INV501093,P1003,Running Shoes,Footwear,4,2025-04-12 14:16:00,2591.47,C10768,India,10365.88
INV501094,P1013,LED Table Lamp,Home,1,2025-07-15 15:39:00,1381.11,C10028,United Kingdom,1381.11
INV501094,P1015,Luggage Tag Set,Travel,1,2025-07-15 15:39:00,219.73,C10028,United Kingdom,219.73
INV501094,P1022,Dark Chocolate Box,Grocery,1,2025-07-15 15:39:00,521.94,C10028,United Kingdom,521.94
INV501094,P1008,Scented Candle Set,Home,3,2025-07-15 15:39:00,624.46,C10028,United Kingdom,1873.38
INV501094,P1030,Sports Socks Pack,Apparel,1,2025-07-15 15:39:00,311.76,C10028,United Kingdom,311.76
INV501094,P1029,Cotton Bedsheet,Home,5,2025-07-15 15:39:00,1258.65,C10028,United Kingdom,6293.25
INV501095,P1003,Running Shoes,Footwear,2,2025-11-25 18:35:00,2655.13,C10549,Germany,5310.26
INV501095,P1002,Denim Jacket,Apparel,5,2025-11-25 18:35:00,2186.42,C10549,Germany,10932.1
INV501096,P1006,Wireless Mouse,Electronics,2,2025-05-21 12:56:00,697.19,C10421,United Kingdom,1394.38
INV501096,P1013,LED Table Lamp,Home,4,2025-05-21 12:56:00,1409.06,C10421,United Kingdom,5636.24
INV501096,P1007,Ceramic Coffee Mug,Home,3,2025-05-21 12:56:00,349.85,C10421,United Kingdom,1049.5500000000002
INV501097,P1021,Premium Tea Pack,Grocery,4,2025-05-10 21:20:00,414.96,C10454,United Kingdom,1659.84
INV501097,P1005,Bluetooth Speaker,Electronics,2,2025-05-10 21:20:00,2448.16,C10454,United Kingdom,4896.32
INV501098,P1018,Hair Care Kit,Beauty,2,2025-04-28 16:13:00,886.97,C10384,United Kingdom,1773.94
INV501099,P1025,Kitchen Storage Jars,Home,2,2025-01-22 19:58:00,671.1,C10538,India,1342.2
INV501099,P1001,Organic Cotton T-Shirt,Apparel,1,2025-01-22 19:58:00,586.92,C10538,India,586.92
INV501100,P1015,Luggage Tag Set,Travel,1,2025-07-04 16:14:00,239.55,C10418,United Kingdom,239.55
INV501100,P1019,Phone Stand,Electronics,4,2025-07-04 16:14:00,306.58,C10418,United Kingdom,1226.32
INV501100,P1014,Travel Backpack,Travel,4,2025-07-04 16:14:00,1474.48,C10418,United Kingdom,5897.92
INV501100,P1007,Ceramic Coffee Mug,Home,1,2025-07-04 16:14:00,331.74,C10418,United Kingdom,331.74
INV501101,P1016,Face Serum,Beauty,3,2025-10-31 22:29:00,824.43,C10269,India,2473.29
INV501101,P1007,Ceramic Coffee Mug,Home,6,2025-10-31 22:29:00,317.16,C10269,India,1902.96
INV501102,P1014,Travel Backpack,Travel,1,2025-07-26 21:33:00,1798.25,C10744,India,1798.25
INV501102,P1025,Kitchen Storage Jars,Home,5,2025-07-26 21:33:00,769.98,C10744,India,3849.9
INV501102,P1016,Face Serum,Beauty,2,2025-07-26 21:33:00,945.8,C10744,India,1891.6
INV501103,P1001,Organic Cotton T-Shirt,Apparel,4,2025-09-13 14:59:00,411.28,C10255,Singapore,1645.12
INV501103,P1011,Desk Organizer,Office,2,2025-09-13 14:59:00,511.47,C10255,Singapore,1022.94
INV501103,P1030,Sports Socks Pack,Apparel,4,2025-09-13 14:59:00,318.45,C10255,Singapore,1273.8
INV501104,P1007,Ceramic Coffee Mug,Home,1,2025-05-11 16:53:00,246.24,C10234,India,246.24
INV501104,P1014,Travel Backpack,Travel,4,2025-05-11 16:53:00,1773.76,C10234,India,7095.04
INV501104,P1030,Sports Socks Pack,Apparel,4,2025-05-11 16:53:00,299.28,C10234,India,1197.12
INV501105,P1006,Wireless Mouse,Electronics,3,2025-06-11 19:37:00,586.79,C10587,United Kingdom,1760.37
INV501107,P1006,Wireless Mouse,Electronics,5,2025-04-03 18:29:00,731.2,C10062,India,3656.0
INV501107,P1001,Organic Cotton T-Shirt,Apparel,1,2025-04-03 18:29:00,423.26,C10062,India,423.26
INV501108,P1017,Sunscreen SPF 50,Beauty,4,2025-03-06 20:58:00,415.02,C10530,United Kingdom,1660.08
INV501109,P1015,Luggage Tag Set,Travel,2,2025-08-18 11:58:00,222.52,C10726,Singapore,445.04
INV501109,P1025,Kitchen Storage Jars,Home,3,2025-08-18 11:58:00,723.27,C10726,Singapore,2169.81
INV501109,P1027,Desk Plant,Home,3,2025-08-18 11:58:00,382.26,C10726,Singapore,1146.78
INV501110,P1012,Notebook Pack,Office,4,2025-09-16 13:11:00,210.56,C10101,United Kingdom,842.24
INV501110,P1021,Premium Tea Pack,Grocery,1,2025-09-16 13:11:00,387.97,C10101,United Kingdom,387.97
INV501110,P1015,Luggage Tag Set,Travel,2,2025-09-16 13:11:00,213.44,C10101,United Kingdom,426.88
INV501110,P1022,Dark Chocolate Box,Grocery,3,2025-09-16 13:11:00,472.93,C10101,United Kingdom,1418.79
INV501111,P1026,Smart Watch Strap,Electronics,5,2025-06-27 20:22:00,400.19,C10370,Spain,2000.95
INV501111,P1025,Kitchen Storage Jars,Home,2,2025-06-27 20:22:00,750.03,C10370,Spain,1500.06
INV501111,P1030,Sports Socks Pack,Apparel,2,2025-06-27 20:22:00,264.55,C10370,Spain,529.1
INV501112,P1020,USB-C Cable,Electronics,1,2025-10-28 20:51:00,167.63,C10296,United Kingdom,167.63
INV501112,P1016,Face Serum,Beauty,1,2025-10-28 20:51:00,959.84,C10296,United Kingdom,959.84
INV501113,P1026,Smart Watch Strap,Electronics,1,2025-03-09 11:43:00,374.57,C10437,United Kingdom,374.57
INV501113,P1014,Travel Backpack,Travel,2,2025-03-09 11:43:00,1670.42,C10437,United Kingdom,3340.84
INV501113,P1022,Dark Chocolate Box,Grocery,1,2025-03-09 11:43:00,479.34,C10437,United Kingdom,479.34
INV501114,P1030,Sports Socks Pack,Apparel,4,2025-11-18 11:17:00,251.2,C10116,Netherlands,1004.8
INV501115,P1014,Travel Backpack,Travel,1,2025-06-22 22:53:00,1882.27,C10638,United Kingdom,1882.27
INV501115,P1026,Smart Watch Strap,Electronics,2,2025-06-22 22:53:00,466.59,C10638,United Kingdom,933.18
INV501116,P1003,Running Shoes,Footwear,1,2025-01-04 12:51:00,2229.94,C10777,Singapore,2229.94
INV501116,P1001,Organic Cotton T-Shirt,Apparel,1,2025-01-04 12:51:00,521.59,C10777,Singapore,521.59
INV501116,P1017,Sunscreen SPF 50,Beauty,4,2025-01-04 12:51:00,519.85,C10777,Singapore,2079.4
INV501116,P1014,Travel Backpack,Travel,10,2025-01-04 12:51:00,1819.67,C10777,Singapore,18196.7
INV501117,P1020,USB-C Cable,Electronics,1,2025-07-10 20:48:00,166.31,C10378,United Kingdom,166.31
INV501117,P1004,Leather Wallet,Accessories,3,2025-07-10 20:48:00,723.12,C10378,United Kingdom,2169.36
INV501118,P1010,Protein Shaker,Fitness,4,2025-09-30 17:13:00,383.29,C10574,Australia,1533.16
INV501118,P1015,Luggage Tag Set,Travel,4,2025-09-30 17:13:00,252.92,C10574,Australia,1011.68
INV501118,P1017,Sunscreen SPF 50,Beauty,2,2025-09-30 17:13:00,495.54,C10574,Australia,991.08
INV501119,P1006,Wireless Mouse,Electronics,2,2025-10-14 11:49:00,684.49,C10664,United Kingdom,1368.98
INV501119,P1025,Kitchen Storage Jars,Home,4,2025-10-14 11:49:00,742.15,C10664,United Kingdom,2968.6
INV501119,P1016,Face Serum,Beauty,8,2025-10-14 11:49:00,820.43,C10664,United Kingdom,6563.44
INV501119,P1020,USB-C Cable,Electronics,1,2025-10-14 11:49:00,186.61,C10664,United Kingdom,186.61
INV501120,P1025,Kitchen Storage Jars,Home,4,2025-11-17 14:50:00,732.34,C10157,United Kingdom,2929.36
INV501120,P1001,Organic Cotton T-Shirt,Apparel,10,2025-11-17 14:50:00,431.05,C10157,United Kingdom,4310.5
INV501120,P1028,Gift Wrapping Paper,Stationery,3,2025-11-17 14:50:00,157.04,C10157,United Kingdom,471.12
INV501120,P1018,Hair Care Kit,Beauty,6,2025-11-17 14:50:00,900.66,C10157,United Kingdom,5403.96
INV501121,P1030,Sports Socks Pack,Apparel,12,2025-02-02 11:32:00,348.91,C10692,United Kingdom,4186.92
INV501121,P1010,Protein Shaker,Fitness,2,2025-02-02 11:32:00,386.7,C10692,United Kingdom,773.4
INV501123,P1017,Sunscreen SPF 50,Beauty,1,2025-05-30 10:05:00,424.06,C10063,United Kingdom,424.06
INV501123,P1014,Travel Backpack,Travel,4,2025-05-30 10:05:00,1546.53,C10063,United Kingdom,6186.12
INV501123,P1015,Luggage Tag Set,Travel,2,2025-05-30 10:05:00,260.29,C10063,United Kingdom,520.58
INV501123,P1009,Yoga Mat,Fitness,6,2025-05-30 10:05:00,1142.51,C10063,United Kingdom,6855.0599999999995
INV501123,P1028,Gift Wrapping Paper,Stationery,3,2025-05-30 10:05:00,163.99,C10063,United Kingdom,491.97
INV501123,P1023,Water Bottle,Fitness,4,2025-05-30 10:05:00,600.17,C10063,United Kingdom,2400.68
INV501123,P1004,Leather Wallet,Accessories,3,2025-05-30 10:05:00,807.27,C10063,United Kingdom,2421.81
INV501123,P1012,Notebook Pack,Office,5,2025-05-30 10:05:00,192.3,C10063,United Kingdom,961.5
INV501124,P1004,Leather Wallet,Accessories,1,2025-11-12 17:27:00,915.08,C10360,United Kingdom,915.08
INV501126,P1008,Scented Candle Set,Home,1,2025-08-24 09:18:00,663.66,C10206,United Kingdom,663.66
INV501126,P1027,Desk Plant,Home,1,2025-08-24 09:18:00,297.04,C10206,United Kingdom,297.04
INV501126,P1005,Bluetooth Speaker,Electronics,2,2025-08-24 09:18:00,2065.81,C10206,United Kingdom,4131.62
INV501126,P1002,Denim Jacket,Apparel,3,2025-08-24 09:18:00,1880.59,C10206,United Kingdom,5641.7699999999995
INV501126,P1010,Protein Shaker,Fitness,2,2025-08-24 09:18:00,380.2,C10206,United Kingdom,760.4
INV501126,P1030,Sports Socks Pack,Apparel,1,2025-08-24 09:18:00,294.95,C10206,United Kingdom,294.95
INV501126,P1003,Running Shoes,Footwear,2,2025-08-24 09:18:00,2831.42,C10206,United Kingdom,5662.84
INV501126,P1020,USB-C Cable,Electronics,2,2025-08-24 09:18:00,179.63,C10206,United Kingdom,359.26
INV501127,P1028,Gift Wrapping Paper,Stationery,3,2025-10-26 19:20:00,132.28,C10752,Canada,396.84000000000003
INV501127,P1030,Sports Socks Pack,Apparel,3,2025-10-26 19:20:00,289.56,C10752,Canada,868.6800000000001
INV501127,P1014,Travel Backpack,Travel,1,2025-10-26 19:20:00,1726.07,C10752,Canada,1726.07
INV501127,P1011,Desk Organizer,Office,2,2025-10-26 19:20:00,373.48,C10752,Canada,746.96
INV501127,P1002,Denim Jacket,Apparel,3,2025-10-26 19:20:00,1689.47,C10752,Canada,5068.41
INV501129,P1020,USB-C Cable,Electronics,1,2025-05-28 18:31:00,184.67,C10385,United Kingdom,184.67
INV501130,P1027,Desk Plant,Home,1,2025-03-18 19:21:00,353.77,C10364,United Kingdom,353.77
INV501130,P1012,Notebook Pack,Office,3,2025-03-18 19:21:00,221.84,C10364,United Kingdom,665.52
INV501131,P1028,Gift Wrapping Paper,Stationery,1,2025-02-03 09:35:00,154.71,C10807,United Kingdom,154.71
INV501131,P1001,Organic Cotton T-Shirt,Apparel,1,2025-02-03 09:35:00,511.89,C10807,United Kingdom,511.89
INV501132,P1017,Sunscreen SPF 50,Beauty,4,2025-09-13 19:25:00,529.0,C10140,United Kingdom,2116.0
INV501132,P1001,Organic Cotton T-Shirt,Apparel,1,2025-09-13 19:25:00,514.93,C10140,United Kingdom,514.93
INV501132,P1012,Notebook Pack,Office,2,2025-09-13 19:25:00,209.57,C10140,United Kingdom,419.14
INV501133,P1013,LED Table Lamp,Home,2,2025-04-14 18:20:00,1465.24,C10461,United Kingdom,2930.48
INV501133,P1023,Water Bottle,Fitness,2,2025-04-14 18:20:00,635.71,C10461,United Kingdom,1271.42
INV501133,P1026,Smart Watch Strap,Electronics,1,2025-04-14 18:20:00,443.6,C10461,United Kingdom,443.6
INV501133,P1019,Phone Stand,Electronics,3,2025-04-14 18:20:00,297.93,C10461,United Kingdom,893.79
INV501133,P1022,Dark Chocolate Box,Grocery,1,2025-04-14 18:20:00,620.81,C10461,United Kingdom,620.81
INV501134,P1016,Face Serum,Beauty,2,2025-10-02 11:23:00,924.22,C10222,United Kingdom,1848.44
INV501135,P1022,Dark Chocolate Box,Grocery,1,2025-10-22 11:13:00,601.31,C10600,Portugal,601.31
INV501135,P1002,Denim Jacket,Apparel,4,2025-10-22 11:13:00,2051.93,C10600,Portugal,8207.72
INV501136,P1025,Kitchen Storage Jars,Home,2,2025-01-28 10:38:00,687.9,C10176,United Kingdom,1375.8
INV501136,P1018,Hair Care Kit,Beauty,2,2025-01-28 10:38:00,981.76,C10176,United Kingdom,1963.52
INV501136,P1016,Face Serum,Beauty,3,2025-01-28 10:38:00,902.46,C10176,United Kingdom,2707.38
INV501137,P1021,Premium Tea Pack,Grocery,2,2025-08-13 13:53:00,396.49,C10739,United Kingdom,792.98
INV501137,P1002,Denim Jacket,Apparel,1,2025-08-13 13:53:00,1763.51,C10739,United Kingdom,1763.51
INV501137,P1011,Desk Organizer,Office,2,2025-08-13 13:53:00,425.03,C10739,United Kingdom,850.06
INV501137,P1016,Face Serum,Beauty,2,2025-08-13 13:53:00,974.43,C10739,United Kingdom,1948.86
INV501138,P1007,Ceramic Coffee Mug,Home,2,2025-04-06 22:39:00,340.97,C10428,United Kingdom,681.94
INV501138,P1019,Phone Stand,Electronics,2,2025-04-06 22:39:00,326.88,C10428,United Kingdom,653.76
INV501139,P1016,Face Serum,Beauty,3,2025-02-04 08:19:00,821.47,C10062,India,2464.41
